text,label
lenguhan mulutnya dan dengus napasnya menaikkan gairahku yang kian meningkat tapi aku ragu untuk menuruti naluriku mencoba memasukkan penisku ke lubang senggamanyamaka sementara aku tahan walupun penisku pun juga sudah semakin basah oleh lendirku juga,negatif
"aku mulai merayap kebawah selangkangannya dan mulutku berhadapan dengan clitorisnya tanpa dia sadari karena matanya terpejam menikmati gairah yang dirasakan, saat lidahku mulai menjilatlubang clitorisnya, kembali dia terpekik aahhuughh huu hu egghh aduh eggh nikmat, aduhh aku gimana nih mass aahh aku nggak kuat, mass mas eghh egh hhgeehh mas",negatif
"sambil dia aku perhatikan pantat, paha, perut dan kakinya seolah kejang seperti kesakitan tetapi aku sangsi kalau dia sakit, dan malahan kepalaku dia tekan kuat ke selangkangannya sambil terus berteriak hehehggheh ahh ehhehh huhh mass aku akuu rasanya eghh dan dia bangkit sambil menarik cd-ku yang masih aku kenakan, dan blarr, penisku menantang tegak mas masukkan mas eeghheghh dan dia angkat kakinya sambil telentang dia bentangkan lebar selangkangannya sambil tangannya membimbing penisku memasuki clitorisnya",negatif
mas kocok mas eghh mas yang dalam kocok terus selangkanganku aduhh eghh mas enakk,negatif
"sambil menekuk kaki, sementara tanganku sebagai tumpuan dan dengan berat tubuhku aku tindihkan dan kuamblaskan penisku ke lubang yang sedari tadi sudah menunggu, dan aku rasakan sedotan lubang yang sangat kuat pada batang penisku yang rasanya dikemot-kemotteruss mas maass nikmat kocok terus aduuh rasanya aku nggak kuat mass ada yang keluar eghh eeghh",negatif
"eehhgg aduuhh mass ahhgg-agh nani aku aduh egghh, nani rasanya memekmu ngemot eghh eehhmm nikmat terus sedot mass nikmat sekali nikmat dalam sekali",negatif
"dan aku cabut penisku saat dia demikian bergetar dan menyedot sedot penisku sehingga aku tak tahan lagi untuk menyemburkan spermaku dan saat itu aku merasa dia terlepas dari penisku, dia bangkit dan menyongsong batang penisku dengan mulutnya menyambut semburan spermaku sambil tangannya menggosok lubang clitorisnya, ditimpali dengan lenguhannya yang tidak beraturan dimulutnya cppokklep plekk clepk clkek cslckek bunyi mulutnya mengemot dan menyedot penisku sementara aku terasa bergetar dan tenagaku berangsur-angsur lemas, sampai dia menjilati sisa sperma pada penisku dengan bersih",negatif
kami kembali berpagut lama dengan saling rabaan dan remasan masih dalam keadaan tanpa busana,negatif
itulah pengalaman pertama kaliku menikmati hubungan seks dengan seorang gadis kampung bernama nani,negatif
"menjadi budak nafsu tante girang cerita bokep calon mertua ku bispak hisap kuat penisku partner ngentot officepikiran erotis saya mulai bergelora lagi, menghayalkan seandainya saya bisa meraba-raba kemulusan pahanya",negatif
dia sama sekali tidak berontak dan mulai memejamkan matanya menikmati percumbuan ini,negatif
saya meraba naik turun sambil sedikit meremasnya,negatif
lama-lama saya merasa kurang lengkap kalau hanya meraba bagian pahanya saja,negatif
sekarang saya ingin sekali untuk menikmati buah dadanya,negatif
dan mulailah tersembul keindahan buah dadanya yang putih dengan puting kecoklatan di atasnya,negatif
akhirnya saya mulai meraba dan meremas-remas salah satu buah dadanya dan kembali saya lumat bibir mungilnyakadang susan menghembuskan nafas dari hidungnya cepat hingga terdengar seperti orang sedang mendesah,negatif
susan membiarkan saya menikmati tubuhnya,negatif
"saat saya rebahkan tubuhnya di sofa dan mulut saya siap melumat puting susunya, susan menolak saya sambil mengatakan, ben, jangan di sini, di kamar saya aja!, ajaknya dan kemudian bangun, mengambil baju kaos dan bh-nya di lantai dan berjalan menuju kamar tidurnyabegitu pintu ditutup dan dikunci, saya langsung memeluk susan yang sudah telnjang dada dan kembali melumat bibir mungilnya lalu meraba-raba tubuhnya sambil bersandar di tembok kamarnyasusan mulai mendesah pertanda birahinya semakin menjadi-jadi",negatif
"saking gemesnya saya sama tubuh susan, tidak lama tangan saya turun dan mulai meraba dan meremas bongkahan pantatnya yang begitu montoknya",negatif
susan mulai mengerang geli,negatif
"dalam posisi agak jongkok dan tangan saya memegang pinggulnya, saya mulai menggerogoti puting susu susan satu persatu yang membuat susan kadang menggelinjang geli, dan sesekali melenguh gelisaya jilat, gigit, kulum dan saya hisap puting susu susan, hingga susan mulai lemas",negatif
"perlahan tangan saya meraba kedua pahanya lagi dan rabaan mulai naik menuju pangkal pahanyasaya raba pantatnya, begitu mulus dan kenyal, sekenyal buah dadanya",negatif
"dan saat rabaan saya yang berikutnya hampir mencapai daerah selangkangannya, tiba-tiba, ben, di tempat tidur aja yuk! saya capek berdiri nih",negatif
"sebelum membalikkan badannya, susan memelorotkan rok mininya di hadapan saya dan tersenyum manis memandang ke arah saya",negatif
"susan mendekati saya, dan tangannya dengan lincah melepas celana panjang dan celana dalam saya hingga kini bukan hanya dia saja yang bugil di kamarnyabatang kemaluan saya yang tegang mengeras menandakan bahwa saya sudah siap tempur kapan saja",negatif
"lalu susan mengambil tangan saya, menggandeng dan menarik saya ke ranjangnyasesampainya di pinggir ranjang, susan berbalik dan mengisyaratkan agar saya tetap berdiri dan kemudian susan duduk di sisi ranjangnya",negatif
"oh, susan mengulum batang kemaluan saya dengan rakusnya",negatif
"gila, lalu dia dengan ganasnya pula menggigit halus, menjilat dan mengisap batang kemaluan saya tanpa ada jeda sedikitpun",negatif
"sudah 15 menit susan mengisapi batang kemaluan saya, lalu dia melepas mulutnya dari batang kemaluan saya dan merebahkan tubuhnya telentang di atas ranjangdia segera membuka dan mengangkangkan kedua pahanya lebar-lebar, membiarkan saya membenamkan muka saya di sekitar bibir vaginanya",negatif
kedua tangan saya lingkarkan di kedua pahanya dan membuka bibir vaginanya yang sudah memerah dan basah itu,negatif
"oh, rupanya sewaktu dia mandi sudah dibersihkan dan disabun dengan baik sehingga bau vaginanya harum",negatif
"ditambah menurut pengakuannya, bahwa dia tadi meminum ramuan pengharum vagina",negatif
"tanpa buang waktu lagi, saya menjulurkan lidah untuk menjilati bibir vaginanya dan clitorisnya yang tegang menonjol",negatif
"wow, susan menggelinjang hebatdesahannya mulai seru",negatif
"kadang pula susan melenguh, merintih, bahkan berteriak kecil menikmati gelitik lidah saya",negatif
terlebih ketika saya julurkan lidah saya lebih dalam masuk ke liang vaginanya sambil menggeser-geser ke clitorisnya,negatif
dan bibir saya melumat bibir vaginanya seperti orang sedang berciuman,negatif
"vaginanya mulai berdenyut hebat, hidungnya mulai kembang kempis,dan akhirnyaben, ohh, ben, udahh, entot saya ben!, susan mulai memohon kepada saya untuk segera menyetubuhinya",negatif
saya bangun dari daerah selangkangannya dan mulai mengatur posisi di atas tubuhnya dan menindihnya sambil memasukkan batang kemaluan saya ke dalam lorong vaginanya perlahan,negatif
dan akhirnya saya genjot vagina susan yang masih perawan itu secara perlahan dan jantan,negatif
"masih sempit, tapi remasan liangnya membuat saya makin penasaran dan ketagihan",negatif
saya merasakan ada sesuatu yang muncrat banyak sekali dari batang kemaluan saya sewaktu barang saya masih di dalam kehangatan liang sanggama susan,negatif
"sambil memandanginya, dalam hati saya berkata, akhirnya saya bisa juga ngelampiasin nafsu yang saya pendam selama ini",negatif
"thank s banget san, kalo nggak ada lo, saya kagak tau deh ke mana saya bawa nafsu saya ini, saya kecup keningnya,lalu saya segera berpakaian dan siap pergi dari rumah susan setelah saya lihat jam di mejanya, mengingatkan saya bahwa sebentar lagi keluarganya segera datangsaya kagak mau konyol kepergok lagi bugil berduaan bersama dengannya",negatif
apalagi masih ada noda darah perawan di sprei tempat tidurnya,negatif
tiga perempuan aneh (part ii) bisnis dengan tante girang baru kenal minta ditidurin,negatif
"karena sibuknya shooting sinetron, feby dan suaminya jarang mempunyai waktu luang untuk mereka, sehingga bruce sering datang ke lokasi shooting agar bisa mendapatkan waktu untuk bercinta dengan feby febiola, istrinya yang cantik",negatif
"bagi feby, bruce adalah pria pertama dan satu-satunya yang pernah menikmati kemulusan tubuh bintang lux tersebut",negatif
"bruce sangat pandai dalam bercinta, dan hampir tiap kali membuat feby merasakan nikmatnya sex",negatif
"bruce piawai menggunakan lidahnya, menyapu bibir vagina dan klitoris feby, membuat istrinya itu menggelinjang dan merintih-rintih kenikmatan",negatif
"walaupun demikian, feby tidak pernah mau mengulum penis bruce, apalagi melakukan anal sex seperti yang sering diminta oleh pria perancis itu",negatif
"feby lalu mengagumi buah dadanya sendiri di kaca, buah dada yang bulat dan penuh, dengan puting yang kemerahan",negatif
"feby tahu bahwa bruce-pun menyukai payudaranya, asal ia tidak terlalu keras meremas-remasnya, feby senang dengan perlakuan bruce pada buah dadanya itu",negatif
"sementara itu di kamar mandi, jay tak henti-hentinya mengocoki kemaluannya melihat adegan telanjang feby febiola",negatif
padahal aku ingin memberikan pelayanan untuknyajay yang ada di kamar mandi sudah tidak kuat lagi menahan nafsunya,negatif
tangan jay telah berada pada payudara bulat dan montok milik feby,negatif
ia seakan bermimpi ketika meremasi buah dada bintang pujaannya itu,negatif
"Ã¢â‚¬Åšooohhbruce feby mendesah merasakan nikmatnya payudaranya diremas-remas oleh jaypantat feby yang bulat indah itupun tampak di hadapan mata jay, menyebabkan kemaluan jay yang sudah tegang seakan mau meledak",negatif
tanpa berlama-lama jay membuka celananya sendiri dan segera menaruh kemaluannyooohh desah feby dan jay bersamaan ketika penis jay menembus liang vagina feby febiola,negatif
liang vagina feby masih rapat walaupun sudah setahun lebih menikah,negatif
"karena nafsunya sudah di puncak, jay mulai merasakan penisnya berdenyut-denyut, siap menumpahkan air maninya dalam lubang kemaluan feby",negatif
"dipercepatnya kocokan dalam kemaluan artis cantik itu, dan dalam sekejap jay pun menumpahkan spermanya dalam kemaluan feby febiola",negatif
"tapi jay terus memompa penisnya keluar masuk vagina feby sehingga tak lama kemudian, feby pun mencapai orgasme",negatif
feby terkapar lemas di sofa menikmati sisa-sisa orgasmenya setelah digarap jaysperma jay sebagian mengalir keluar dari vaginanya,negatif
tapi jay sepertinya belum puas karena penisnya kembali mengeras,negatif
iapun berkeinginan untuk merasakan jepitan payudara feby yang montok itu,negatif
jay kemudian meremas-remas payudara feby dengan lembut,negatif
kemudian ia menciumi bongkahan payudara yang montok itu,negatif
feby menggelinjang-gelinjang kegelian: ooohhbruce rintih feby manja,negatif
jay kemudian mengangkangi tubuh feby dan meletakkan penisnya yang sudah tegang itu di belahan dada montok yang selalu dimimpikannyafeby menekan kedua buah dadanya sehingga penis jay terjepit erat ditengah,negatif
jay tidak membuang waktu dan segera memaju mundurkan penisnya di tengah jepitan payudara feby,negatif
dalam sekejap penis jay memuntahkan sperma yang mengalungi leher jenjang feby,negatif
dengan tiba-tiba jay memasukkan penisnya kedalam mulut feby tepat ketika penisnya menyemprotkan muntahan sperma kedua,negatif
mau tak mau feby febiola menelan sperma jay dan membuat bintang film cantik itu ingin muntah,negatif
kini ia harus menelan spermanya pula,negatif
feby cepat-cepat bankit berdiri berusaha memuntahkan sperma di mulutnyajay kemudian menunggingkan feby sehingga pantatnya yang padat itu terangkat ke atas,negatif
ia kemudian menyibakkan belahan pantat feby dan menaruh ujung penisnya di depan anus perawan feby febiola,negatif
bruce jangan kamu kan tahu saya tidak mauaahh feby febiola menjerit keras kesakitan ketika anusnya ditembus oleh penis jaylubang pantatnya yang sempit dan masih perawan itu diperkosa dengan kasar oleh jay,negatif
wanita cantik itu menangis sambil meremasi sofa tempat ia digagahi melalui anus oleh suaminya,negatif
"tak lama kemudian, jay memuntahkan spermanya dalam lubang anus feby",negatif
ooohhbrucekamu tega sekali tangis feby kesakitandarah bercampur sperma mengalir keluar dari liang anus feby yang baru saja diperawani jay,negatif
diusapnya darah dan sperma dari pantat bintang lux yang cantik itu dengan celana dalamnya,negatif
"kepuasan yang diberikan rekan kerja suamiku bercinta dengan suster cantik berjilbab dipaksa pacar ngentot saat malam valentaine ml dengan cewek cantik yang juga akan dijodohkan p akibat buah terlarang 07:37 310 istri sudah punyaistriku cantik, seksi dan selalu menggairahkan",negatif
"aku hanya memandanginya saja sambil menikmati minuman ringan, dan mendengarkan lagu-lagu yang dilantunkan pengunjung secara bergantian",negatif
bahkan aku mulai berani meraba-raba dan meremas-remas pahanya,negatif
"dan setiap kali datang, selalu saja gadis itu yang menemaniku",negatif
bahkan wajahnya dan lehernya kuhujani dengan ciuman-ciuman yang membangkitkan gairah,negatif
aku mendengar dia mendesah kecil dan merintih tertahan,negatif
aku tahu kalau reni sudah mulai dihinggapi kobaran api gairah asmara yang membara,negatif
"perlahan aku membaringkan tubuhnya di atas ranjang dan satu persatu aku melucuti pakaian yang dikenakan reni, hingga tanpa busana sama sekali yang melekat di tubuh reni yang padat berisireni mendesis dan merintih pelan saat ujung lidahku yang basah dan hangat mulai bermain dan menggelitik puting payudaranya",negatif
tapi itu sudah cukup membuat reni menggelinjang dan semakin bergairah,negatif
"tergesa-gesa aku menanggalkan seluruh pakaian yang kukenakan, dan menuntun tangan gadis itu ke arah batang peniskuentah kenapa, tiba-tiba reni menatap wajahku, saat jari-jari tangannya menggenggam batang penis kebanggaanku ini, tapi hanya sebentar saja dia menggenggam penisku dan kemudian melepaskannya",negatif
"jangan, omm, desah reni tertahan, ketika aku mencoba untuk membuka kembali lipatan pahanyadia malah menggigit bahuku, tidak sanggup untuk menahan gairah yang semakin besar menguasai seluruh bagian tubuhnya",negatif
"saat itu reni kemudian tidak bisa lagi menolak dan melawan gairahnya sendiri, sehingga sedikit demi sedikit lipatan pahanya yang menutupi vaginanya mulai sedikit terkuak, dan aku kemudian merenggangkannya kedua belah pahanya yang putih mulus itu sehingga aku bisa dengan puas menikmati keindahan bentuk vagina gadis muda ini yang mulai tampak merekah",negatif
"dan matanya langsung terpejam saat merasakan sesuatu benda yang keras, panas dan berdenyut-denyut mulai menyeruak memasuki liang vaginanya yang mulai membasahdia menggeliat-geliat sehingga membuat batang penisku jadi sulit untuk menembus lubang vaginanya",negatif
"berhasil!, begitu kepala penisku memasuki liang vagina reni yang sempit, aku langsung menghentakkan pinggulku ke depan sehingga batang penisku melesak ke dalam liang vagina reni dengan seutuhnya, seketika itu juga reni memekik tertahan sambil menyembunyikan wajahnya di bahuku, seluruh urat-urat syarafnya langsung mengejang kakusaat itu aku juga sangat tersentak kaget, aku merasakan bahwa batang penisku seakan merobek sesuatu di dalam vagina reni, dan ini pernah kurasakan pula pada malam pertamaku, saat aku mengambil kegadisan dari istriku",negatif
aku hampir tidak percaya bahwa malam ini aku juga mengambil keperawanan dari gadis yang begitu aku sukai ini,negatif
dan aku seolah masih tidak percaya bahwa reni ternyata masih perawan,negatif
"aku bisa mengetahui ketika kuraba pada bagian pangkal pahanya, terdapat cairan kental yang hangat dan berwarna merahdan rasa terkejutku seketika lenyap oleh desakan gairah membara yang begitu berkobar-kobar",negatif
"aku mulai menggerak-gerakan tubuhku, agar penisku dapat bermain-main di dalam lubang vagina renny yang masih begitu rapat dan kenyal, sementara reni sudah mulai tampak tidak kesakitan dan sesekali tampak di wajahnya dia sudah bisa mulai merasakan kenikmatan dari gerakan-gerakan maju mundur penisku seakan membawanya ke batas ujung dunia tak bertepimalam itu juga reni menyerahkan keperawannya padaku tanpa ada unsur paksaanmeskipun dia kemudian menangis setelah semuanya terjadi, dan aku sendiri merasa menyesal karena aku tidak mungkin mengembalikan keperawanannya",negatif
aku tidak tahu kalau kamu masih perawan,negatif
"sedangkan aku masih duduk di ranjang ini, bersandar pada kepala pembaringan",negatif
"reni menggeliat sedikit, tapi tidak menolak ketika aku membawanya kembali berbaring di atas ranjang",negatif
"gairahku kembali bangkit saat handuk yang melilit tubuhnya terlepas dan terbentang pemandangan yang begitu menggairahkan datang dari keindahan kedua belah payudaranya yang kencang dan montok, serta keindahan dari bulu-bulu halus tipis yang menghiasi di sekitar vaginanya",negatif
"dan secepat kilat aku kembali menghujani tubuhnya dengan kecupan-kecupan yang membangkitkan gairahnyareni merintih tertahan, menahan gejolak gairahnya yang mendadak saja terusik kembali",negatif
"renny menyeringai dan merintih tertahan sambil mengigit-gigit bibirnya sendiri, saat aku sudah mulai menggerak-gerakan pinggulku dengan irama yang tetap dan teratur",negatif
beberapa kali reni memekik tertahan dengan tubuh terguncang dan menggeletar bagai tersengat kenikmatan klimaks ribuan volt,negatif
kali ini reni mencapai puncak orgasme yang mungkin pertama kali baru dirasakannya,negatif
"tubuhnya langsung lunglai di pembaringan, dan aku merasakan denyutan-denyutan lembut dari dalam vaginanya, merasakan kenikmatan denyut-denyut vagina reni, membuatku hilang kontrol dan tidak mampu menahan lagi permainan ini hingga akhirnya aku merasakan kejatan-kejatan hebat disertai kenikmatan luar biasa saat cairan spermaku muncrat berhamburan di dalam liang vagina renny",negatif
"perempuan nakal yang membangkitkan nafsu seksku dihadiah sahabat di bulan maret ngentot selingkuhan dinda, cintaku yang kembali",negatif
aku ingin menjamah payudara yg ditutupi gairah seorang perempuan,negatif
"meraba, menciumi wajah cantik seorang hawa",negatif
"haiii!  huaasialan lu rin hampir saja jantungku copot ternyata yg datang adalah bidadari dari antariksa namanya rina dia adalah sepupuku, umurnya sebaya denganku, tampangnya biasa tapi entah kenapa banyak cowok yg naksir sama rina kalau bodinya sih lumayan kadang-kadang aku suka berkhayal ngentotin sirina",negatif
segera tanganku kuarahkan untuk memeluknya dan tangan yg satu lagi mendarat tepat di atas tumpukan payudaranya,negatif
"tampak rina terkaget tapi dia tetap membiarkanku memperlakukannya seperti itu, sambil terus melumat bibirnya tanganku mulai meremas-remas payudaranya",negatif
"kemudian tanganku mulai masuk kedalam bajunya dan tak sampai seditik, tanganku menemukan apa yg dia cari payudara sepupuku rina yg terbungkus dengan bra",negatif
"tanpa berdoa terlebih dahulu kutarik bhnya keatas kemudian terbebaslah payudaranya dari balutan bh tadi, sehingga tanganku bisa meremas payudaranya yg kenyal langsung tanpa dihalangi apapun",negatif
debaran jantung dan adrenalin menjadikan suasana seperti berada dalam dunia mimpimeremas payudara tanpa dihalangi apapun benar2 nyaman sekali tunggu diini udah kelewat batas,negatif
"tadikan lu yg nantingin gua  sambil menarik bajunya keatas, menyembullah payudara seorang gadis berumur 18 tahun oh indahnya dunia kurasakan",negatif
"pemandangan ini lebih indah daripada cagar alam kebun raya bogor aku benar2 terkesima, payudaranya menggantung bulat berbalut kulit putih bersih",negatif
putingnya mencuat kecoklatan seperti memanggilku untuk menghisapnya tanpa pikir panjang kuarahkan bibirku kearah payudaranya,negatif
rina berusaha melawan dan mengahalingi kepalaku dengan tangannya tapi tenagaku jauh lebih kuat sehingga mulutku akhirnya sampai di puting coklat itu,negatif
kuhisap sambil meremas payudaranya yg satu lagi ahh,negatif
menurutku malah berdosa kalau kubiarkan puting susu itu terbengkalai tanpa ada yg menjamahnya payudara diciptakan untuk diremas dan dihisap berdosalah orang-orang yg membiarkan payudara anak gadis tanpa menyentuhnya sama sekali,negatif
tampaknya rini sudah mulai memasuki alam dunia kenikmatan pikirku,negatif
ini seperti cerita sex yg slalu kubaca setiap malam penuh dengan gelora,negatif
"akan ku telanjangi dia akan kubawa dia meniti indahnya dunia,akhirnya malam itu kami melakukan hubungan badan layaknya suami istritemanku menyuruhku memasang togel 4 angka jitu diambil dari mimpiku tadi",negatif
aku sepakat dengan rina untuk memasang togel 4d 2 ratus ribu dan dueerr kami berdua mendadak mendapat uang ratusan juta rupiah,negatif
kami sekarang bisa hidup dengan berkecukupancerita bokep ngentot dengan guruku yang hot cerita ngentot cewe hyper sex sering ganti pasanga,negatif
ml gadis abg perawan di hotel sampai mendesah cerita dewasa ngentot ibu tiri dan pembantuku,negatif
"tidak beberapa lama keluarlah seorang gadis manis yang memakai kaos bergambar hello kitty kedodoran sehingga tidak terlihat bahwa gadis itu memakai celana, walaupun akhirnya saya melihat dia memakai celana pendek",negatif
sehingga gadis manis itu mempersilakan saya masuk dahulu,negatif
"saat saya memasuki ruang tengah rumah itu, saya menjumpai seorang gadis manis lagi yang sedang asyik nonton tv, tapi melihat kami masuk ia seperti gugup dan mematikan tv yang ditontonnyaaku segera mencari posisi terdekat untuk duduk, tiba-tiba saat aku mengangkat bantal yang ada di atas kursi yang akan aku duduki aku menemukan sebuah dvd porno yang segera kuletakkan di sebelahku sambil aku berkata, eh, kalo ini punya kamu nyimpannya yang bener nanti ketahuan lho",negatif
"ternyata, entah karena mereka sudah horny  gara-gara film bf yang mereka tonton itu, astrid segera mendekatiku dengan malu-maludengan jantung yang berdegup kencang aku membiarkan astrid mulai membuka retsleting celanaku dan terlihat penisku yang masih tergeletak lemastanpa dijawab astrid hanya memegangi penisku yang mulai menegang",negatif
